turbostat version 18.07.27 - Len Brown <lenb@kernel.org>
CPUID(0): GenuineIntel 0xd CPUID levels; 0x80000008 xlevels; family:model:stepping 0x6:3a:9 (6:58:9)
CPUID(1): SSE3 MONITOR SMX EIST TM2 TSC MSR ACPI-TM HT TM
CPUID(6): APERF, TURBO, DTS, PTM, No-HWP, No-HWPnotify, No-HWPwindow, No-HWPepp, No-HWPpkg, EPB
cpu2: MSR_IA32_MISC_ENABLE: 0x00850089 (TCC EIST MWAIT PREFETCH TURBO)
CPUID(7): No-SGX
cpu2: MSR_MISC_PWR_MGMT: 0x00400000 (ENable-EIST_Coordination DISable-EPB DISable-OOB)
RAPL: 1456 sec. Joule Counter Range, at 45 Watts
cpu2: MSR_PLATFORM_INFO: 0x80c10f0011b00
12 * 100.0 = 1200.0 MHz max efficiency frequency
27 * 100.0 = 2700.0 MHz base frequency
cpu2: MSR_IA32_POWER_CTL: 0x0014005d (C1E auto-promotion: DISabled)
cpu2: MSR_TURBO_RATIO_LIMIT: 0x23232425
35 * 100.0 = 3500.0 MHz max turbo 4 active cores
35 * 100.0 = 3500.0 MHz max turbo 3 active cores
36 * 100.0 = 3600.0 MHz max turbo 2 active cores
37 * 100.0 = 3700.0 MHz max turbo 1 active cores
cpu2: MSR_CONFIG_TDP_NOMINAL: 0x0000001b (base_ratio=27)
cpu2: MSR_CONFIG_TDP_LEVEL_1: 0x120000000000000 (PKG_MIN_PWR_LVL1=288 PKG_MAX_PWR_LVL1=0 LVL1_RATIO=0 PKG_TDP_LVL1=0)
cpu2: MSR_CONFIG_TDP_LEVEL_2: 0x120000000000000 (PKG_MIN_PWR_LVL2=288 PKG_MAX_PWR_LVL2=0 LVL2_RATIO=0 PKG_TDP_LVL2=0)
cpu2: MSR_CONFIG_TDP_CONTROL: 0x80000000 ( lock=1)
cpu2: MSR_TURBO_ACTIVATION_RATIO: 0x00000000 (MAX_NON_TURBO_RATIO=0 lock=0)
cpu2: MSR_PKG_CST_CONFIG_CONTROL: 0x1e008404 (UNdemote-C3, UNdemote-C1, demote-C3, demote-C1, locked, pkg-cstate-limit=4 (pc7))
cpu2: POLL: CPUIDLE CORE POLL IDLE
cpu2: C1: MWAIT 0x00
cpu2: C1E: MWAIT 0x01
cpu2: C3: MWAIT 0x10
cpu2: C6: MWAIT 0x20
cpu2: C7: MWAIT 0x30
cpu2: cpufreq driver: intel_pstate
cpu2: cpufreq governor: powersave
cpufreq intel_pstate no_turbo: 0
cpu2: MSR_MISC_FEATURE_CONTROL: 0x00000000 (L2-Prefetch L2-Prefetch-pair L1-Prefetch L1-IP-Prefetch)
cpu0: MSR_IA32_ENERGY_PERF_BIAS: 0x00000006 (balanced)
cpu0: MSR_RAPL_POWER_UNIT: 0x000a1003 (0.125000 Watts, 0.000015 Joules, 0.000977 sec.)
cpu0: MSR_PKG_POWER_INFO: 0x01200168 (45 W TDP, RAPL 36 - 0 W, 0.000000 sec.)
cpu0: MSR_PKG_POWER_LIMIT: 0x800081c200dc8168 (locked)
cpu0: PKG Limit #1: ENabled (45.000000 Watts, 28.000000 sec, clamp DISabled)
cpu0: PKG Limit #2: ENabled (56.250000 Watts, 0.000977* sec, clamp DISabled)
cpu0: MSR_PP0_POLICY: 0
cpu0: MSR_PP0_POWER_LIMIT: 0x00000000 (UNlocked)
cpu0: Cores Limit: DISabled (0.000000 Watts, 0.000977 sec, clamp DISabled)
cpu0: MSR_PP1_POLICY: 0
cpu0: MSR_PP1_POWER_LIMIT: 0x00000000 (UNlocked)
cpu0: GFX Limit: DISabled (0.000000 Watts, 0.000977 sec, clamp DISabled)
cpu0: MSR_IA32_TEMPERATURE_TARGET: 0x00691200 (105 C)
cpu0: MSR_IA32_PACKAGE_THERM_STATUS: 0x88340108 (53 C)
cpu0: MSR_IA32_PACKAGE_THERM_INTERRUPT: 0x00c1ad00 (40 C, 60 C)
cpu2: MSR_PKGC3_IRTL: 0x0000883b (valid, 60416 ns)
cpu2: MSR_PKGC6_IRTL: 0x00008850 (valid, 81920 ns)
cpu2: MSR_PKGC7_IRTL: 0x00008857 (valid, 89088 ns)
Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IRQ	SMI	POLL	C1	C1E	C3	C6	C7	POLL%	C1%	C1E%	C3%	C6%	C7%	CPU%c1	CPU%c3	CPU%c6	CPU%c7	CoreTmp	PkgTmp	GFX%rc6	GFXMHz	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	PkgWatt	CorWatt	GFXWatt
3	0.19	1765	2691	195	0	0	0	1	3	0	229	0.00	0.00	0.00	0.02	0.00	99.79	0.29	0.02	0.00	99.50	49	48	0.00	350	0.97	0.00	1.43	95.26	3.22	0.37	0.00
5	0.22	2327	2691	153	8	0	6	36	5	0	206	0.00	0.03	0.05	0.01	0.00	99.70	0.60	0.03	0.00	99.15	47	48	0.00	350	0.74	0.00	1.07	95.10	3.28	0.44	0.00
3	0.15	1815	2691	164	0	0	0	2	0	0	189	0.00	0.00	0.00	0.00	0.00	99.85	0.24	0.00	0.00	99.61	47	47	0.00	350	0.68	0.00	0.91	96.71	3.15	0.32	0.00
5	0.23	2323	2691	164	8	0	8	33	6	0	218	0.00	0.01	0.06	0.03	0.00	99.68	0.61	0.08	0.00	99.08	49	47	0.00	350	0.87	0.09	1.21	94.50	3.30	0.44	0.00
5	0.21	2166	2691	164	0	0	0	1	0	0	205	0.00	0.00	0.00	0.00	0.00	99.79	0.34	0.00	0.00	99.45	50	47	0.00	350	0.92	0.00	1.32	95.12	3.25	0.40	0.00
6	0.26	2218	2691	209	8	0	5	38	6	0	256	0.00	0.00	0.16	0.01	0.00	99.58	0.75	0.21	0.00	98.78	47	47	0.00	350	0.90	0.00	1.32	93.79	3.32	0.46	0.00
2	0.12	2011	2691	95	0	0	1	0	0	0	129	0.00	0.00	0.00	0.00	0.00	99.88	0.19	0.00	0.00	99.68	47	48	0.00	350	0.60	0.00	0.80	97.01	3.15	0.32	0.00
5	0.23	2300	2691	172	8	0	4	38	1	0	229	0.00	0.00	0.05	0.00	0.00	99.72	0.56	0.03	0.00	99.18	49	48	0.00	350	0.72	0.00	0.93	95.35	3.28	0.43	0.00
3	0.14	1909	2691	139	0	0	0	3	2	0	165	0.00	0.00	0.01	0.01	0.00	99.84	0.24	0.00	0.00	99.62	47	47	0.00	350	0.65	0.00	0.82	96.82	3.15	0.32	0.00
6	0.27	2230	2691	216	8	0	2	43	1	0	271	0.00	0.00	0.08	0.00	0.00	99.66	0.67	0.16	0.00	98.91	47	48	0.00	350	1.16	0.46	1.50	93.09	3.34	0.47	0.00
3	0.16	1864	2691	181	0	0	8	0	3	0	202	0.00	0.37	0.00	0.01	0.00	99.46	0.99	0.01	0.00	98.84	47	48	0.00	350	0.72	0.00	0.98	93.55	3.43	0.57	0.00
7	0.28	2379	2691	175	8	0	7	37	8	0	228	0.00	0.04	0.04	0.01	0.00	99.65	0.67	0.04	0.00	99.02	48	47	0.00	550	0.95	0.00	1.33	94.09	3.35	0.49	0.00
3	0.16	1927	2691	149	0	0	0	1	1	0	180	0.00	0.00	0.00	0.00	0.00	99.83	0.26	0.01	0.00	99.57	46	47	0.00	350	0.76	0.01	0.92	96.28	3.18	0.34	0.00
7	0.29	2376	2691	194	16	0	2	41	4	0	249	0.00	0.00	0.06	0.00	0.00	99.69	0.60	0.03	0.00	99.09	47	47	0.00	350	0.84	0.00	1.02	94.80	3.31	0.46	0.00
3	0.16	1940	2691	158	0	0	0	0	0	0	191	0.00	0.00	0.00	0.00	0.00	99.84	0.25	0.00	0.00	99.59	49	47	0.00	350	0.86	0.00	1.13	95.77	3.19	0.35	0.00
6	0.26	2210	2691	192	8	0	6	31	2	0	254	0.00	0.02	0.04	0.00	0.00	99.69	0.64	0.03	0.00	99.07	46	47	0.00	350	1.09	0.01	1.45	93.76	3.32	0.46	0.00
3	0.16	1865	2691	167	0	0	0	3	1	0	193	0.00	0.00	0.01	0.00	0.00	99.84	0.26	0.00	0.00	99.58	46	47	0.00	350	0.86	0.00	1.02	96.16	3.17	0.34	0.00
5	0.23	2326	2691	162	8	1	4	32	3	0	220	0.00	0.00	0.05	0.00	0.00	99.73	0.55	0.29	0.00	98.93	47	47	0.00	350	0.88	0.43	0.95	94.67	3.28	0.43	0.00
3	0.15	1858	2691	144	0	0	0	0	1	0	178	0.00	0.00	0.00	0.00	0.00	99.85	0.23	0.01	0.00	99.61	48	47	0.00	350	0.81	0.01	0.98	96.37	3.17	0.33	0.00
6	0.25	2284	2691	187	8	0	5	38	8	0	236	0.00	0.00	0.07	0.02	0.00	99.67	0.64	0.05	0.00	99.06	47	48	0.00	350	0.87	0.01	1.09	94.79	3.29	0.44	0.00
3	0.16	1891	2691	148	0	0	0	0	1	0	190	0.00	0.00	0.00	0.00	0.00	99.84	0.28	0.00	0.00	99.56	46	47	0.00	350	0.76	0.00	0.97	96.19	3.19	0.35	0.00
6	0.27	2182	2691	208	8	0	6	28	12	0	266	0.00	0.03	0.03	0.04	0.00	99.65	0.65	0.23	0.00	98.85	46	47	0.00	350	1.15	0.54	1.25	93.36	3.35	0.48	0.00
2	0.12	2044	2691	91	0	0	0	1	0	0	119	0.00	0.00	0.00	0.00	0.00	99.88	0.18	0.00	0.00	99.70	48	47	0.00	350	0.56	0.00	0.69	97.33	3.13	0.30	0.00
5	0.23	2292	2691	170	8	0	2	33	4	0	230	0.00	0.00	0.05	0.01	0.00	99.72	0.57	0.03	0.00	99.17	46	47	0.00	350	0.79	0.01	0.89	95.29	3.27	0.42	0.00
3	0.15	1890	2691	147	0	0	0	2	4	0	170	0.00	0.00	0.00	0.02	0.00	99.83	0.23	0.02	0.00	99.60	47	47	0.00	350	0.80	0.01	0.96	96.36	3.16	0.33	0.00
5	0.24	2286	2691	166	8	0	7	38	5	0	216	0.00	0.03	0.03	0.01	0.00	99.70	0.59	0.04	0.00	99.13	48	47	0.00	350	0.93	0.01	1.10	94.70	3.32	0.46	0.00
3	0.13	1923	2691	111	0	0	0	2	0	0	143	0.00	0.00	0.01	0.00	0.00	99.84	0.22	0.00	0.00	99.64	48	47	0.00	350	0.73	0.00	0.75	96.72	3.15	0.32	0.00
7	0.29	2389	2692	194	16	0	9	35	9	0	250	0.00	0.01	0.16	0.03	0.00	99.58	0.73	0.39	0.00	98.59	46	47	0.00	350	1.01	0.32	1.13	93.40	3.34	0.48	0.00
3	0.14	2006	2691	110	0	0	0	2	1	0	142	0.00	0.00	0.00	0.00	0.00	99.86	0.21	0.01	0.00	99.64	47	47	0.00	350	0.60	0.01	0.63	97.13	3.16	0.33	0.00
6	0.25	2297	2691	183	8	0	4	41	7	0	230	0.00	0.13	0.03	0.01	0.00	99.60	0.74	0.21	0.00	98.80	46	47	0.00	350	0.81	0.00	0.96	94.51	3.36	0.51	0.00
3	0.14	1936	2691	131	0	0	1	3	2	0	158	0.00	0.00	0.01	0.01	0.00	99.84	0.26	0.01	0.00	99.59	47	48	0.00	350	0.71	0.01	0.80	96.61	3.17	0.33	0.00
6	0.25	2257	2691	175	8	0	3	35	2	0	240	0.00	0.00	0.05	0.00	0.00	99.71	0.58	0.02	0.00	99.15	48	48	0.00	350	0.81	0.00	0.98	95.00	3.29	0.44	0.00
3	0.18	1789	2691	193	0	0	0	1	0	0	220	0.00	0.00	0.00	0.00	0.00	99.83	0.25	0.00	0.00	99.57	48	47	0.00	350	0.72	0.00	0.79	96.63	3.18	0.34	0.00
5	0.24	2299	2691	164	8	0	5	34	5	0	219	0.00	0.03	0.04	0.02	0.00	99.69	0.58	0.22	0.00	98.97	46	47	0.00	350	0.92	0.63	1.02	94.21	3.31	0.46	0.00
3	0.15	2188	2691	107	0	0	0	0	1	0	150	0.00	0.00	0.00	0.00	0.00	99.84	0.23	0.01	0.00	99.61	47	47	0.00	350	0.64	0.01	0.87	96.67	3.17	0.34	0.00
6	0.25	2257	2691	186	8	0	8	31	3	0	243	0.00	0.03	0.03	0.01	0.00	99.69	0.60	0.03	0.00	99.12	46	47	0.00	350	0.89	0.00	1.15	94.66	3.32	0.47	0.00
3	0.15	1870	2691	139	0	0	0	0	0	0	168	0.00	0.00	0.00	0.00	0.00	99.85	0.24	0.00	0.00	99.61	48	47	0.00	350	0.89	0.00	1.07	96.04	3.17	0.34	0.00
5	0.24	2286	2691	184	8	0	1	35	4	0	238	0.00	0.00	0.06	0.02	0.00	99.69	0.58	0.07	0.00	99.12	47	47	0.00	350	0.84	0.12	0.95	95.00	3.28	0.43	0.00
3	0.13	2027	2691	117	0	0	0	2	3	0	138	0.00	0.00	0.01	0.01	0.00	99.85	0.21	0.01	0.00	99.65	47	48	0.00	350	0.63	0.01	0.71	96.99	3.15	0.32	0.00
7	0.30	2453	2691	209	8	0	7	41	4	0	261	0.00	0.03	0.06	0.01	0.00	99.61	0.73	0.04	0.00	98.93	48	47	0.00	350	0.91	0.01	1.07	94.26	3.37	0.51	0.00
3	0.17	1849	2691	200	0	0	9	0	1	0	218	0.00	0.35	0.00	0.00	0.00	99.48	0.96	0.01	0.00	98.87	48	47	0.00	350	0.82	0.00	1.04	93.42	3.41	0.55	0.00
5	0.22	2346	2691	145	8	0	5	32	5	0	204	0.00	0.02	0.03	0.03	0.00	99.71	0.55	0.09	0.00	99.15	46	47	0.00	350	0.77	0.13	0.93	95.20	3.28	0.44	0.00
4	0.17	2154	2691	119	8	0	0	2	1	0	152	0.00	0.00	0.00	0.00	0.00	99.86	0.21	0.01	0.00	99.61	50	47	0.00	350	0.79	0.01	0.95	96.45	3.18	0.34	0.00
5	0.23	2319	2691	168	8	0	2	45	6	0	215	0.00	0.00	0.08	0.01	0.00	99.69	0.58	0.21	0.00	98.98	46	47	0.00	350	0.77	0.64	0.93	94.65	3.28	0.43	0.00
3	0.14	1895	2691	126	0	0	0	3	0	0	160	0.00	0.00	0.00	0.00	0.00	99.86	0.24	0.00	0.00	99.62	47	47	0.00	350	0.76	0.00	0.95	96.44	3.16	0.33	0.00
6	0.26	2215	2691	208	8	0	6	29	10	0	257	0.00	0.03	0.04	0.03	0.00	99.65	0.64	0.08	0.00	99.02	47	47	0.00	350	1.01	0.13	1.15	94.23	3.32	0.47	0.00
3	0.13	1974	2691	112	0	0	0	2	0	0	145	0.00	0.00	0.00	0.00	0.00	99.86	0.21	0.00	0.00	99.66	47	47	0.00	350	0.68	0.00	0.77	96.84	3.16	0.32	0.00
5	0.22	2404	2691	144	8	0	6	33	4	0	206	0.00	0.00	0.06	0.00	0.00	99.72	0.57	0.03	0.00	99.18	46	47	0.00	350	0.74	0.00	0.91	95.40	3.27	0.43	0.00
3	0.14	1917	2691	133	0	0	1	0	3	0	159	0.00	0.00	0.00	0.01	0.00	99.85	0.22	0.01	0.00	99.63	46	47	0.00	350	0.74	0.00	0.87	96.56	3.16	0.33	0.00
6	0.27	2274	2691	201	8	0	4	42	2	0	260	0.00	0.03	0.05	0.00	0.00	99.65	0.66	0.03	0.00	99.04	48	47	0.00	350	1.00	0.00	1.21	94.27	3.34	0.48	0.00
3	0.15	1930	2691	129	0	0	0	0	2	0	168	0.00	0.00	0.00	0.01	0.00	99.85	0.23	0.01	0.00	99.61	48	47	0.00	350	0.82	0.01	1.00	96.24	3.17	0.33	0.00
5	0.24	2250	2691	185	8	0	2	38	7	0	234	0.00	0.01	0.07	0.01	0.00	99.67	0.61	0.18	0.00	98.96	46	47	0.00	350	1.04	0.51	1.20	93.76	3.31	0.46	0.00
3	0.18	1846	2691	192	0	0	0	1	2	0	223	0.00	0.00	0.00	0.01	0.00	99.81	0.28	0.02	0.00	99.52	46	47	0.00	350	0.81	0.02	0.95	96.31	3.18	0.34	0.00
5	0.23	2297	2691	163	8	0	2	35	2	0	219	0.00	0.00	0.06	0.00	0.00	99.72	0.52	0.19	0.00	99.06	49	47	0.00	350	0.82	0.57	0.98	94.67	3.28	0.44	0.00
3	0.14	1971	2691	121	0	0	0	2	1	0	152	0.00	0.00	0.01	0.00	0.00	99.85	0.25	0.00	0.00	99.61	46	47	0.00	350	0.72	0.00	0.89	96.53	3.16	0.33	0.00
5	0.23	2352	2691	149	8	0	3	33	4	0	210	0.00	0.00	0.05	0.01	0.00	99.73	0.52	0.18	0.00	99.07	47	47	0.00	350	0.84	0.52	0.90	94.89	3.27	0.43	0.00
3	0.16	1792	2691	174	0	0	0	2	0	0	200	0.00	0.00	0.00	0.00	0.00	99.83	0.26	0.00	0.00	99.58	46	47	0.00	350	0.81	0.00	1.01	96.23	3.17	0.33	0.00
7	0.28	2374	2691	167	16	0	3	38	3	0	231	0.00	0.03	0.05	0.00	0.00	99.69	0.64	0.02	0.00	99.06	47	47	0.00	350	0.94	0.00	1.18	94.40	3.33	0.47	0.00
3	0.13	1999	2691	108	0	0	0	0	0	0	143	0.00	0.00	0.00	0.00	0.00	99.87	0.20	0.00	0.00	99.66	46	46	0.00	350	0.66	0.00	0.76	96.87	3.15	0.32	0.00
6	0.24	2315	2691	186	8	0	5	40	4	0	233	0.00	0.03	0.05	0.01	0.00	99.68	0.59	0.17	0.00	98.99	46	47	0.00	350	0.93	0.48	1.13	94.43	3.30	0.45	0.00
3	0.16	1850	2691	147	0	0	0	0	1	0	184	0.00	0.00	0.00	0.02	0.00	99.82	0.26	0.04	0.00	99.54	47	47	0.00	350	0.93	0.12	1.13	95.63	3.19	0.35	0.00
5	0.24	2256	2691	178	8	0	4	35	6	0	226	0.00	0.03	0.04	0.00	0.00	99.70	0.59	0.02	0.00	99.15	48	47	0.00	350	0.76	0.00	0.92	95.24	3.29	0.44	0.00
3	0.14	1908	2691	111	0	0	1	3	1	1	141	0.00	0.00	0.01	0.00	0.02	99.83	0.22	0.01	0.04	99.60	46	47	0.00	350	0.64	0.00	0.89	96.64	3.14	0.32	0.00
6	0.26	2177	2691	181	8	0	3	35	6	0	242	0.00	0.00	0.07	0.01	0.00	99.67	0.66	0.04	0.00	99.04	47	47	0.00	350	0.93	0.00	1.13	94.15	3.31	0.45	0.00
4	0.20	1823	2691	205	0	0	0	0	0	1	237	0.00	0.00	0.00	0.00	0.02	99.78	0.28	0.00	0.04	99.47	48	46	0.00	350	0.92	0.00	1.35	95.50	3.20	0.36	0.00
5	0.23	2289	2691	159	8	0	2	33	3	0	218	0.00	0.00	0.06	0.00	0.00	99.71	0.53	0.21	0.00	99.03	46	47	0.00	350	0.87	0.66	0.98	94.47	3.27	0.43	0.00
3	0.13	1939	2691	120	0	0	0	0	0	0	155	0.00	0.00	0.00	0.00	0.00	99.87	0.21	0.00	0.00	99.66	47	47	0.00	350	0.66	0.00	0.83	96.91	3.15	0.32	0.00
5	0.25	2249	2691	193	8	0	4	37	3	0	248	0.00	0.00	0.06	0.01	0.00	99.69	0.55	0.20	0.00	99.01	47	47	0.00	350	0.87	0.52	0.95	94.68	3.28	0.43	0.00
3	0.14	1920	2691	118	0	0	0	0	0	0	152	0.00	0.00	0.00	0.00	0.00	99.86	0.23	0.00	0.00	99.63	47	47	0.00	350	0.77	0.00	0.91	96.50	3.17	0.33	0.00
6	0.24	2385	2691	176	8	0	7	33	5	0	231	0.00	0.08	0.03	0.02	0.00	99.63	0.70	0.06	0.00	99.00	46	47	0.00	350	0.91	0.09	1.06	94.52	3.34	0.49	0.00
3	0.15	1907	2691	151	0	0	0	3	1	0	181	0.00	0.00	0.01	0.00	0.00	99.84	0.25	0.00	0.00	99.60	46	47	0.00	350	0.83	0.00	1.01	96.21	3.18	0.34	0.00
7	0.29	2312	2691	214	8	0	2	32	7	0	272	0.00	0.03	0.08	0.01	0.00	99.61	0.79	0.12	0.00	98.80	48	47	0.00	600	1.12	0.34	1.37	93.21	3.37	0.50	0.00
4	0.18	2112	2691	118	8	0	0	0	0	0	160	0.00	0.00	0.00	0.00	0.00	99.86	0.23	0.00	0.00	99.60	48	47	0.00	350	0.72	0.00	0.89	96.53	3.17	0.34	0.00
6	0.24	2328	2691	182	8	0	8	33	4	0	240	0.00	0.03	0.03	0.02	0.00	99.69	0.60	0.04	0.00	99.11	46	47	0.00	350	0.81	0.00	0.93	94.96	3.30	0.45	0.00
3	0.16	1956	2691	158	0	0	0	3	1	0	191	0.00	0.00	0.00	0.00	0.00	99.83	0.26	0.01	0.00	99.57	46	47	0.00	350	0.85	0.00	1.08	95.89	3.19	0.35	0.00
10	0.38	2642	2691	228	8	0	9	36	2	0	284	0.00	0.01	0.07	0.00	0.00	99.55	0.75	0.04	0.00	98.83	50	49	0.00	350	0.92	0.01	1.12	94.14	3.41	0.55	0.00
3	0.13	2002	2691	101	0	0	0	0	0	0	134	0.00	0.00	0.00	0.00	0.00	99.88	0.20	0.00	0.00	99.67	47	47	0.00	350	0.62	0.00	0.74	97.07	3.14	0.32	0.00
5	0.23	2328	2691	159	8	0	7	36	7	0	210	0.00	0.13	0.03	0.01	0.00	99.61	0.77	0.03	0.00	98.97	47	47	0.00	350	0.77	0.00	0.89	94.72	3.35	0.50	0.00
3	0.15	1875	2691	149	0	0	0	2	0	0	178	0.00	0.00	0.00	0.00	0.00	99.85	0.24	0.00	0.00	99.62	47	47	0.00	350	0.78	0.00	0.89	96.46	3.18	0.34	0.00
5	0.23	2393	2691	154	8	0	6	43	2	0	200	0.00	0.00	0.07	0.00	0.00	99.70	0.49	0.27	0.00	99.01	49	47	0.00	350	0.81	0.68	0.93	94.82	3.26	0.42	0.00
3	0.15	1962	2691	120	0	0	0	0	1	0	161	0.00	0.00	0.00	0.00	0.00	99.85	0.24	0.00	0.00	99.60	46	47	0.00	350	0.85	0.00	0.97	96.22	3.17	0.34	0.00
6	0.24	2291	2691	193	8	0	2	35	8	0	240	0.00	0.02	0.03	0.04	0.00	99.67	0.49	0.49	0.00	98.78	46	47	0.00	350	0.95	0.85	0.98	94.08	3.30	0.45	0.00
3	0.14	1986	2691	110	0	0	1	1	0	0	145	0.00	0.00	0.00	0.00	0.00	99.86	0.22	0.00	0.00	99.65	49	49	0.00	350	0.68	0.00	0.72	96.88	3.16	0.33	0.00
6	0.27	2355	2691	200	8	0	6	36	5	0	256	0.00	0.03	0.04	0.01	0.00	99.67	0.65	0.03	0.00	99.06	50	47	0.00	350	0.93	0.00	1.09	94.54	3.33	0.48	0.00
3	0.14	1923	2691	122	0	0	0	0	0	0	157	0.00	0.00	0.00	0.00	0.00	99.86	0.23	0.00	0.00	99.63	46	47	0.00	350	0.75	0.00	0.81	96.54	3.17	0.33	0.00
6	0.24	2323	2691	172	8	0	7	34	2	0	228	0.00	0.03	0.03	0.00	0.00	99.72	0.58	0.03	0.00	99.15	47	48	0.00	350	0.92	0.00	1.04	94.99	3.29	0.44	0.00
3	0.16	1827	2691	174	0	0	0	1	2	0	198	0.00	0.00	0.00	0.01	0.00	99.84	0.24	0.01	0.00	99.58	47	47	0.00	350	0.83	0.01	0.83	96.37	3.18	0.34	0.00
7	0.28	2370	2691	172	16	0	3	44	3	0	225	0.00	0.00	0.09	0.01	0.00	99.67	0.68	0.03	0.00	99.01	48	47	0.00	350	0.94	0.01	1.10	94.29	3.32	0.47	0.00
3	0.15	1901	2691	145	0	0	8	0	0	0	174	0.00	0.39	0.00	0.00	0.00	99.45	1.04	0.00	0.00	98.81	46	47	0.00	350	0.91	0.00	0.97	93.00	3.45	0.58	0.00
6	0.24	2335	2691	181	8	0	1	42	5	0	230	0.00	0.00	0.07	0.01	0.00	99.69	0.58	0.16	0.00	99.02	46	47	0.00	350	0.85	0.37	0.91	94.92	3.29	0.44	0.00
3	0.15	1894	2691	135	0	0	0	1	0	0	172	0.00	0.00	0.00	0.00	0.00	99.85	0.24	0.00	0.00	99.61	46	47	0.00	350	0.85	0.00	0.91	96.30	3.18	0.34	0.00
5	0.23	2293	2691	171	8	0	3	33	8	0	220	0.00	0.03	0.03	0.01	0.00	99.71	0.56	0.02	0.00	99.18	49	47	0.00	350	0.73	0.00	0.84	95.50	3.28	0.43	0.00
3	0.18	1753	2691	205	0	0	0	0	1	1	238	0.00	0.00	0.00	0.00	0.02	99.80	0.29	0.01	0.04	99.48	46	46	0.00	350	1.06	0.01	1.28	95.43	3.20	0.35	0.00
5	0.23	2338	2691	158	8	0	4	36	3	0	221	0.00	0.00	0.07	0.02	0.00	99.69	0.51	0.34	0.00	98.93	46	46	0.00	350	0.80	0.85	0.78	94.64	3.28	0.43	0.00
3	0.16	1857	2691	168	0	0	0	1	1	0	197	0.00	0.00	0.00	0.00	0.00	99.84	0.24	0.00	0.00	99.60	48	47	0.00	350	0.85	0.00	0.93	96.29	3.19	0.35	0.00
5	0.23	2347	2691	144	8	0	0	32	7	0	201	0.00	0.00	0.06	0.04	0.00	99.68	0.48	0.31	0.00	98.99	49	47	0.00	350	0.85	0.68	0.88	94.66	3.28	0.44	0.00
3	0.15	1875	2691	137	0	0	0	1	1	0	168	0.00	0.00	0.00	0.02	0.00	99.83	0.24	0.04	0.00	99.57	46	47	0.00	350	0.78	0.12	0.86	96.42	3.16	0.33	0.00
5	0.21	2432	2691	143	8	0	3	44	6	0	188	0.00	0.00	0.10	0.01	0.00	99.69	0.51	0.25	0.00	99.03	46	47	0.00	350	0.72	0.73	0.86	95.08	3.26	0.42	0.00
3	0.13	1992	2691	109	0	0	0	1	0	0	143	0.00	0.00	0.00	0.00	0.00	99.87	0.21	0.00	0.00	99.66	46	47	0.00	350	0.65	0.00	0.73	96.97	3.15	0.32	0.00
6	0.24	2343	2691	177	8	0	2	50	9	0	211	0.00	0.03	0.09	0.01	0.00	99.63	0.61	0.23	0.00	98.92	48	47	0.00	350	0.96	0.73	1.12	94.00	3.32	0.47	0.00
4	0.21	1753	2691	212	0	0	0	3	3	0	247	0.00	0.00	0.00	0.04	0.00	99.75	0.36	0.08	0.00	99.35	46	47	0.00	350	1.27	0.12	1.40	94.32	3.24	0.39	0.00
17	0.57	3032	2691	166	16	0	1	43	10	0	205	0.00	0.00	0.07	0.01	0.00	99.40	0.66	0.26	0.00	98.51	49	47	0.00	350	0.84	0.65	0.95	93.02	3.54	0.66	0.00
3	0.13	1982	2691	116	0	0	0	2	2	0	140	0.00	0.00	0.01	0.01	0.00	99.86	0.21	0.01	0.00	99.65	50	47	0.00	350	0.62	0.00	0.71	97.07	3.14	0.31	0.00
5	0.21	2437	2691	134	8	0	7	32	12	0	189	0.00	0.00	0.10	0.03	0.00	99.67	0.55	0.43	0.00	98.81	46	46	0.00	350	0.77	0.83	0.79	94.51	3.27	0.43	0.00
3	0.16	1862	2691	171	0	0	0	0	1	0	201	0.00	0.00	0.00	0.02	0.00	99.82	0.27	0.04	0.00	99.53	46	47	0.00	350	0.79	0.07	0.89	96.34	3.17	0.34	0.00
5	0.22	2424	2691	146	8	0	3	27	18	0	205	0.00	0.01	0.06	0.07	0.00	99.64	0.48	0.64	0.00	98.66	48	47	0.00	350	0.94	0.89	0.97	94.32	3.29	0.44	0.00
3	0.15	2035	2691	128	0	0	0	0	1	0	160	0.00	0.00	0.00	0.02	0.00	99.84	0.24	0.04	0.00	99.57	48	47	0.00	350	0.73	0.12	0.81	96.61	3.16	0.33	0.00
5	0.23	2222	2691	194	8	0	7	41	14	0	224	0.00	0.03	0.07	0.01	0.00	99.67	0.53	0.13	0.00	99.12	46	47	0.00	350	0.80	0.36	0.91	95.29	3.27	0.43	0.00
4	0.18	2348	2691	121	0	0	2	27	2	0	166	0.00	0.00	0.02	0.02	0.00	99.78	0.34	0.06	0.00	99.42	49	49	0.00	350	0.67	0.12	0.77	96.31	3.21	0.38	0.00
4	0.20	2173	2691	176	8	0	1	17	1	0	224	0.00	0.00	0.10	0.00	0.00	99.70	0.56	0.10	0.00	99.13	47	47	0.00	350	0.74	0.36	0.75	95.57	3.23	0.39	0.00
